"Date (TU)","Valeur (en l/s)","Statut","Qualification","Méthode","Continuité"
1969-01-01T00:00:00.000Z,"19100","16",20,10,1
1969-01-02T00:00:00.000Z,"20700","16",20,10,0
1969-01-03T00:00:00.000Z,"21500","16",20,10,0
1969-01-04T00:00:00.000Z,"16500","16",20,10,0
1969-01-05T00:00:00.000Z,"16000","16",20,10,0
1969-01-06T00:00:00.000Z,"19600","16",20,10,0
1969-01-07T00:00:00.000Z,"23800","16",20,10,0
1969-01-08T00:00:00.000Z,"26900","16",20,10,0
1969-01-09T00:00:00.000Z,"25700","16",20,10,0
1969-01-10T00:00:00.000Z,"25700","16",20,10,0
1969-01-11T00:00:00.000Z,"20800","16",20,10,0
1969-01-12T00:00:00.000Z,"21600","16",20,10,0
1969-01-13T00:00:00.000Z,"43900","16",20,10,0
1969-01-14T00:00:00.000Z,"77700","16",20,10,0
1969-01-15T00:00:00.000Z,"53100","16",20,10,0
1969-01-16T00:00:00.000Z,"35600","16",20,10,0
1969-01-17T00:00:00.000Z,"29400","16",20,10,0
1969-01-18T00:00:00.000Z,"27600","16",20,10,0
1969-01-19T00:00:00.000Z,"26400","16",20,10,0
1969-01-20T00:00:00.000Z,"39000","16",20,10,0
1969-01-21T00:00:00.000Z,"40300","16",20,10,0
1969-01-22T00:00:00.000Z,"39400","16",20,10,0
1969-01-23T00:00:00.000Z,"38300","16",20,10,0
1969-01-24T00:00:00.000Z,"36300","16",20,10,0
1969-01-25T00:00:00.000Z,"28000","16",20,10,0
1969-01-26T00:00:00.000Z,"26500","16",20,10,0
1969-01-27T00:00:00.000Z,"25000","16",20,10,0
1969-01-28T00:00:00.000Z,"25400","16",20,10,0
1969-01-29T00:00:00.000Z,"25300","16",20,10,0
1969-01-30T00:00:00.000Z,"26500","16",20,10,0
1969-01-31T00:00:00.000Z,"26600","16",20,10,0
1969-02-01T00:00:00.000Z,"21800","16",20,10,0
1969-02-02T00:00:00.000Z,"26500","16",20,10,0
1969-02-03T00:00:00.000Z,"25600","16",20,10,0
1969-02-04T00:00:00.000Z,"24200","16",20,10,0
1969-02-05T00:00:00.000Z,"24000","16",20,10,0
1969-02-06T00:00:00.000Z,"23200","16",20,10,0
1969-02-07T00:00:00.000Z,"23400","16",20,10,0
1969-02-08T00:00:00.000Z,"23100","16",20,10,0
1969-02-09T00:00:00.000Z,"24100","16",20,10,0
1969-02-10T00:00:00.000Z,"29300","16",20,10,0
1969-02-11T00:00:00.000Z,"35700","16",20,10,0
1969-02-12T00:00:00.000Z,"31900","16",20,10,0
1969-02-13T00:00:00.000Z,"29100","16",20,10,0
1969-02-14T00:00:00.000Z,"23100","16",20,10,0
1969-02-15T00:00:00.000Z,"20600","16",20,10,0
1969-02-16T00:00:00.000Z,"20900","16",20,10,0
1969-02-17T00:00:00.000Z,"25300","16",20,10,0
1969-02-18T00:00:00.000Z,"26200","16",20,10,0
1969-02-19T00:00:00.000Z,"25000","16",20,10,0
1969-02-20T00:00:00.000Z,"34900","16",20,10,0
1969-02-21T00:00:00.000Z,"24600","16",20,10,0
1969-02-22T00:00:00.000Z,"27900","16",20,10,0
1969-02-23T00:00:00.000Z,"39900","16",20,10,0
1969-02-24T00:00:00.000Z,"70500","16",20,10,0
1969-02-25T00:00:00.000Z,"49600","16",20,10,0
1969-02-26T00:00:00.000Z,"36400","16",20,10,0
1969-02-27T00:00:00.000Z,"32500","16",20,10,0
1969-02-28T00:00:00.000Z,"32000","16",20,10,0
1969-03-01T00:00:00.000Z,"34400","16",20,10,0
1969-03-02T00:00:00.000Z,"29200","16",20,10,0
1969-03-03T00:00:00.000Z,"31700","16",20,10,0
1969-03-04T00:00:00.000Z,"34300","16",20,10,0
1969-03-05T00:00:00.000Z,"41900","16",20,10,0
1969-03-06T00:00:00.000Z,"40700","16",20,10,0
1969-03-07T00:00:00.000Z,"39100","16",20,10,0
1969-03-08T00:00:00.000Z,"39100","16",20,10,0
1969-03-09T00:00:00.000Z,"33600","16",20,10,0
1969-03-10T00:00:00.000Z,"32000","16",20,10,0
1969-03-11T00:00:00.000Z,"26200","16",20,10,0
1969-03-12T00:00:00.000Z,"29200","16",20,10,0
1969-03-13T00:00:00.000Z,"35100","16",20,10,0
1969-03-14T00:00:00.000Z,"61500","16",20,10,0
1969-03-15T00:00:00.000Z,"63900","16",20,10,0
1969-03-16T00:00:00.000Z,"63000","16",20,10,0
1969-03-17T00:00:00.000Z,"57500","16",20,10,0
1969-03-18T00:00:00.000Z,"55700","16",20,10,0
1969-03-19T00:00:00.000Z,"54100","16",20,10,0
1969-03-20T00:00:00.000Z,"54200","16",20,10,0
1969-03-21T00:00:00.000Z,"50800","16",20,10,0
1969-03-22T00:00:00.000Z,"48500","16",20,10,0
1969-03-23T00:00:00.000Z,"47400","16",20,10,0
1969-03-24T00:00:00.000Z,"45900","16",20,10,0
1969-03-25T00:00:00.000Z,"47400","16",20,10,0
1969-03-26T00:00:00.000Z,"40300","16",20,10,0
1969-03-27T00:00:00.000Z,"37300","16",20,10,0
1969-03-28T00:00:00.000Z,"36300","16",20,10,0
1969-03-29T00:00:00.000Z,"36500","16",20,10,0
1969-03-30T00:00:00.000Z,"36500","16",20,10,0
1969-03-31T00:00:00.000Z,"34800","16",20,10,0
1969-04-01T00:00:00.000Z,"33700","16",20,10,0
1969-04-02T00:00:00.000Z,"32300","16",20,10,0
1969-04-03T00:00:00.000Z,"29400","16",20,10,0
1969-04-04T00:00:00.000Z,"27900","16",20,10,0
1969-04-05T00:00:00.000Z,"33100","16",20,10,0
1969-04-06T00:00:00.000Z,"34900","16",20,10,0
1969-04-07T00:00:00.000Z,"32700","16",20,10,0
1969-04-08T00:00:00.000Z,"31100","16",20,10,0
1969-04-09T00:00:00.000Z,"32800","16",20,10,0
1969-04-10T00:00:00.000Z,"32700","16",20,10,0
1969-04-11T00:00:00.000Z,"35300","16",20,10,0
1969-04-12T00:00:00.000Z,"35400","16",20,10,0
1969-04-13T00:00:00.000Z,"35800","16",20,10,0
1969-04-14T00:00:00.000Z,"38200","16",20,10,0
1969-04-15T00:00:00.000Z,"39400","16",20,10,0
1969-04-16T00:00:00.000Z,"41600","16",20,10,0
1969-04-17T00:00:00.000Z,"42700","16",20,10,0
1969-04-18T00:00:00.000Z,"41500","16",20,10,0
1969-04-19T00:00:00.000Z,"41600","16",20,10,0
1969-04-20T00:00:00.000Z,"40800","16",20,10,0
1969-04-21T00:00:00.000Z,"41300","16",20,10,0
1969-04-22T00:00:00.000Z,"42600","16",20,10,0
1969-04-23T00:00:00.000Z,"41000","16",20,10,0
1969-04-24T00:00:00.000Z,"32700","16",20,10,0
1969-04-25T00:00:00.000Z,"30100","16",20,10,0
1969-04-26T00:00:00.000Z,"30100","16",20,10,0
1969-04-27T00:00:00.000Z,"29900","16",20,10,0
1969-04-28T00:00:00.000Z,"29000","16",20,10,0
1969-04-29T00:00:00.000Z,"36100","16",20,10,0
1969-04-30T00:00:00.000Z,"40500","16",20,10,0
1969-05-01T00:00:00.000Z,"39200","16",20,10,0
1969-05-02T00:00:00.000Z,"39800","16",20,10,0
1969-05-03T00:00:00.000Z,"48000","16",20,10,0
1969-05-04T00:00:00.000Z,"50200","16",20,10,0
1969-05-05T00:00:00.000Z,"44800","16",20,10,0
1969-05-06T00:00:00.000Z,"50100","16",20,10,0
1969-05-07T00:00:00.000Z,"55800","16",20,10,0
1969-05-08T00:00:00.000Z,"57100","16",20,10,0
1969-05-09T00:00:00.000Z,"56100","16",20,10,0
1969-05-10T00:00:00.000Z,"54800","16",20,10,0
1969-05-11T00:00:00.000Z,"54100","16",20,10,0
1969-05-12T00:00:00.000Z,"49300","16",20,10,0
1969-05-13T00:00:00.000Z,"52600","16",20,10,0
1969-05-14T00:00:00.000Z,"52000","16",20,10,0
1969-05-15T00:00:00.000Z,"63000","16",20,10,0
1969-05-16T00:00:00.000Z,"66500","16",20,10,0
1969-05-17T00:00:00.000Z,"72300","16",20,10,0
1969-05-18T00:00:00.000Z,"71800","16",20,10,0
1969-05-19T00:00:00.000Z,"68600","16",20,10,0
1969-05-20T00:00:00.000Z,"56600","16",20,10,0
1969-05-21T00:00:00.000Z,"39200","16",20,10,0
1969-05-22T00:00:00.000Z,"36900","16",20,10,0
1969-05-23T00:00:00.000Z,"36800","16",20,10,0
1969-05-24T00:00:00.000Z,"41000","16",20,10,0
1969-05-25T00:00:00.000Z,"41300","16",20,10,0
1969-05-26T00:00:00.000Z,"40500","16",20,10,0
1969-05-27T00:00:00.000Z,"39300","16",20,10,0
1969-05-28T00:00:00.000Z,"32600","16",20,10,0
1969-05-29T00:00:00.000Z,"31300","16",20,10,0
1969-05-30T00:00:00.000Z,"31100","16",20,10,0
1969-05-31T00:00:00.000Z,"23700","16",20,10,0
1969-06-01T00:00:00.000Z,"22200","16",20,10,0
1969-06-02T00:00:00.000Z,"21500","16",20,10,0
1969-06-03T00:00:00.000Z,"18800","16",20,10,0
1969-06-04T00:00:00.000Z,"17100","16",20,10,0
1969-06-05T00:00:00.000Z,"16100","16",20,10,0
1969-06-06T00:00:00.000Z,"11200","16",20,10,0
1969-06-07T00:00:00.000Z,"14500","16",20,10,0
1969-06-08T00:00:00.000Z,"17000","16",20,10,0
1969-06-09T00:00:00.000Z,"15900","16",20,10,0
1969-06-10T00:00:00.000Z,"14900","16",20,10,0
1969-06-11T00:00:00.000Z,"16500","16",20,10,0
1969-06-12T00:00:00.000Z,"16900","16",20,10,0
1969-06-13T00:00:00.000Z,"16300","16",20,10,0
1969-06-14T00:00:00.000Z,"18400","16",20,10,0
1969-06-15T00:00:00.000Z,"20500","16",20,10,0
1969-06-16T00:00:00.000Z,"20800","16",20,10,0
1969-06-17T00:00:00.000Z,"23600","16",20,10,0
1969-06-18T00:00:00.000Z,"25100","16",20,10,0
1969-06-19T00:00:00.000Z,"22900","16",20,10,0
1969-06-20T00:00:00.000Z,"14300","16",20,10,0
1969-06-21T00:00:00.000Z,"8780","16",20,10,0
1969-06-22T00:00:00.000Z,"9190","16",20,10,0
1969-06-23T00:00:00.000Z,"12000","16",20,10,0
1969-06-24T00:00:00.000Z,"34100","16",20,10,0
1969-06-25T00:00:00.000Z,"46200","16",20,10,0
1969-06-26T00:00:00.000Z,"44600","16",20,10,0
1969-06-27T00:00:00.000Z,"30900","16",20,10,0
1969-06-28T00:00:00.000Z,"22600","16",20,10,0
1969-06-29T00:00:00.000Z,"14500","16",20,10,0
1969-06-30T00:00:00.000Z,"15600","16",20,10,0
1969-07-01T00:00:00.000Z,"15200","16",20,10,0
1969-07-02T00:00:00.000Z,"22400","16",20,10,0
1969-07-03T00:00:00.000Z,"27800","16",20,10,0
1969-07-04T00:00:00.000Z,"28400","16",20,10,0
1969-07-05T00:00:00.000Z,"27100","16",20,10,0
1969-07-06T00:00:00.000Z,"27700","16",20,10,0
1969-07-07T00:00:00.000Z,"28700","16",20,10,0
1969-07-08T00:00:00.000Z,"33200","16",20,10,0
1969-07-09T00:00:00.000Z,"27500","16",20,10,0
1969-07-10T00:00:00.000Z,"21100","16",20,10,0
1969-07-11T00:00:00.000Z,"16400","16",20,10,0
1969-07-12T00:00:00.000Z,"15800","16",20,10,0
1969-07-13T00:00:00.000Z,"14600","16",20,10,0
1969-07-14T00:00:00.000Z,"15000","16",20,10,0
1969-07-15T00:00:00.000Z,"14100","16",20,10,0
1969-07-16T00:00:00.000Z,"14500","16",20,10,0
1969-07-17T00:00:00.000Z,"11000","16",20,10,0
1969-07-18T00:00:00.000Z,"9280","16",20,10,0
1969-07-19T00:00:00.000Z,"10100","16",20,10,0
1969-07-20T00:00:00.000Z,"9690","16",20,10,0
1969-07-21T00:00:00.000Z,"11600","16",20,10,0
1969-07-22T00:00:00.000Z,"11700","16",20,10,0
1969-07-23T00:00:00.000Z,"10700","16",20,10,0
1969-07-24T00:00:00.000Z,"13900","16",20,10,0
1969-07-25T00:00:00.000Z,"12300","16",20,10,0
1969-07-26T00:00:00.000Z,"11700","16",20,10,0
1969-07-27T00:00:00.000Z,"11700","16",20,10,0
1969-07-28T00:00:00.000Z,"11000","16",20,10,0
1969-07-29T00:00:00.000Z,"13300","16",20,10,0
1969-07-30T00:00:00.000Z,"14200","16",20,10,0
1969-07-31T00:00:00.000Z,"15500","16",20,10,0
1969-08-01T00:00:00.000Z,"23500","16",20,10,0
1969-08-02T00:00:00.000Z,"22100","16",20,10,0
1969-08-03T00:00:00.000Z,"22700","16",20,10,0
1969-08-04T00:00:00.000Z,"21900","16",20,10,0
1969-08-05T00:00:00.000Z,"24600","16",20,10,0
1969-08-06T00:00:00.000Z,"23700","16",20,10,0
1969-08-07T00:00:00.000Z,"23400","16",20,10,0
1969-08-08T00:00:00.000Z,"20600","16",20,10,0
1969-08-09T00:00:00.000Z,"18100","16",20,10,0
1969-08-10T00:00:00.000Z,"21800","16",20,10,0
1969-08-11T00:00:00.000Z,"19700","16",20,10,0
1969-08-12T00:00:00.000Z,"18200","16",20,10,0
1969-08-13T00:00:00.000Z,"22500","16",20,10,0
1969-08-14T00:00:00.000Z,"25900","16",20,10,0
1969-08-15T00:00:00.000Z,"16700","16",20,10,0
1969-08-16T00:00:00.000Z,"13600","16",20,10,0
1969-08-17T00:00:00.000Z,"20600","16",20,10,0
1969-08-18T00:00:00.000Z,"23100","16",20,10,0
1969-08-19T00:00:00.000Z,"27900","16",20,10,0
1969-08-20T00:00:00.000Z,"31100","16",20,10,0
1969-08-21T00:00:00.000Z,"29300","16",20,10,0
1969-08-22T00:00:00.000Z,"30700","16",20,10,0
1969-08-23T00:00:00.000Z,"30300","16",20,10,0
1969-08-24T00:00:00.000Z,"29700","16",20,10,0
1969-08-25T00:00:00.000Z,"25700","16",20,10,0
1969-08-26T00:00:00.000Z,"25700","16",20,10,0
1969-08-27T00:00:00.000Z,"26000","16",20,10,0
1969-08-28T00:00:00.000Z,"25900","16",20,10,0
1969-08-29T00:00:00.000Z,"26100","16",20,10,0
1969-08-30T00:00:00.000Z,"23200","16",20,10,0
1969-08-31T00:00:00.000Z,"22100","16",20,10,0
1969-09-01T00:00:00.000Z,"22100","16",20,10,0
1969-09-02T00:00:00.000Z,"22000","16",20,10,0
1969-09-03T00:00:00.000Z,"21600","16",20,10,0
1969-09-04T00:00:00.000Z,"24700","16",20,10,0
1969-09-05T00:00:00.000Z,"24400","16",20,10,0
1969-09-06T00:00:00.000Z,"22700","16",20,10,0
1969-09-07T00:00:00.000Z,"20300","16",20,10,0
1969-09-08T00:00:00.000Z,"23700","16",20,10,0
1969-09-09T00:00:00.000Z,"24100","16",20,10,0
1969-09-10T00:00:00.000Z,"23500","16",20,10,0
1969-09-11T00:00:00.000Z,"19500","16",20,10,0
1969-09-12T00:00:00.000Z,"17600","16",20,10,0
1969-09-13T00:00:00.000Z,"19700","16",20,10,0
1969-09-14T00:00:00.000Z,"19300","16",20,10,0
1969-09-15T00:00:00.000Z,"24200","16",20,10,0
1969-09-16T00:00:00.000Z,"18800","16",20,10,0
1969-09-17T00:00:00.000Z,"13800","16",20,10,0
1969-09-18T00:00:00.000Z,"14000","16",20,10,0
1969-09-19T00:00:00.000Z,"13800","16",20,10,0
1969-09-20T00:00:00.000Z,"13700","16",20,10,0
1969-09-21T00:00:00.000Z,"13700","16",20,10,0
1969-09-22T00:00:00.000Z,"13200","16",20,10,0
1969-09-23T00:00:00.000Z,"13500","16",20,10,0
1969-09-24T00:00:00.000Z,"12500","16",20,10,0
1969-09-25T00:00:00.000Z,"16300","16",20,10,0
1969-09-26T00:00:00.000Z,"17000","16",20,10,0
1969-09-27T00:00:00.000Z,"16900","16",20,10,0
1969-09-28T00:00:00.000Z,"16700","16",20,10,0
1969-09-29T00:00:00.000Z,"16900","16",20,10,0
1969-09-30T00:00:00.000Z,"16500","16",20,10,0
1969-10-01T00:00:00.000Z,"17200","16",20,10,0
1969-10-02T00:00:00.000Z,"14200","16",20,10,0
1969-10-03T00:00:00.000Z,"12400","16",20,10,0
1969-10-04T00:00:00.000Z,"13100","16",20,10,0
1969-10-05T00:00:00.000Z,"13100","16",20,10,0
1969-10-06T00:00:00.000Z,"12200","16",20,10,0
1969-10-07T00:00:00.000Z,"11600","16",20,10,0
1969-10-08T00:00:00.000Z,"12100","16",20,10,0
1969-10-09T00:00:00.000Z,"14500","16",20,10,0
1969-10-10T00:00:00.000Z,"17200","16",20,10,0
1969-10-11T00:00:00.000Z,"21900","16",20,10,0
1969-10-12T00:00:00.000Z,"20200","16",20,10,0
1969-10-13T00:00:00.000Z,"15700","16",20,10,0
1969-10-14T00:00:00.000Z,"16200","16",20,10,0
1969-10-15T00:00:00.000Z,"16600","16",20,10,0
1969-10-16T00:00:00.000Z,"12700","16",20,10,0
1969-10-17T00:00:00.000Z,"12600","16",20,10,0
1969-10-18T00:00:00.000Z,"12400","16",20,10,0
1969-10-19T00:00:00.000Z,"13000","16",20,10,0
1969-10-20T00:00:00.000Z,"10900","16",20,10,0
1969-10-21T00:00:00.000Z,"11600","16",20,10,0
1969-10-22T00:00:00.000Z,"11300","16",20,10,0
1969-10-23T00:00:00.000Z,"9620","16",20,10,0
1969-10-24T00:00:00.000Z,"10800","16",20,10,0
1969-10-25T00:00:00.000Z,"12000","16",20,10,0
1969-10-26T00:00:00.000Z,"12200","16",20,10,0
1969-10-27T00:00:00.000Z,"11400","16",20,10,0
1969-10-28T00:00:00.000Z,"11500","16",20,10,0
1969-10-29T00:00:00.000Z,"9230","16",20,10,0
1969-10-30T00:00:00.000Z,"8740","16",20,10,0
1969-10-31T00:00:00.000Z,"8050","16",20,10,0
1969-11-01T00:00:00.000Z,"5850","16",20,10,0
1969-11-02T00:00:00.000Z,"3660","16",20,10,0
1969-11-03T00:00:00.000Z,"3740","16",20,10,0
1969-11-04T00:00:00.000Z,"3290","16",20,10,0
1969-11-05T00:00:00.000Z,"2600","16",12,10,0
1969-11-06T00:00:00.000Z,"3040","16",20,10,0
1969-11-07T00:00:00.000Z,"8640","16",20,10,0
1969-11-08T00:00:00.000Z,"12300","16",20,10,0
1969-11-09T00:00:00.000Z,"6850","16",20,10,0
1969-11-10T00:00:00.000Z,"3870","16",20,10,0
1969-11-11T00:00:00.000Z,"3510","16",20,10,0
1969-11-12T00:00:00.000Z,"7670","16",20,10,0
1969-11-13T00:00:00.000Z,"12600","16",20,10,0
1969-11-14T00:00:00.000Z,"7520","16",20,10,0
1969-11-15T00:00:00.000Z,"3610","16",20,10,0
1969-11-16T00:00:00.000Z,"4100","16",20,10,0
1969-11-17T00:00:00.000Z,"3860","16",12,10,0
1969-11-18T00:00:00.000Z,"7280","16",20,10,0
1969-11-19T00:00:00.000Z,"5670","16",20,10,0
1969-11-20T00:00:00.000Z,"15700","16",20,10,0
1969-11-21T00:00:00.000Z,"16200","16",20,10,0
1969-11-22T00:00:00.000Z,"16500","16",20,10,0
1969-11-23T00:00:00.000Z,"17500","16",20,10,0
1969-11-24T00:00:00.000Z,"42800","16",20,10,0
1969-11-25T00:00:00.000Z,"17300","16",12,10,0
1969-11-26T00:00:00.000Z,"11800","16",20,10,0
1969-11-27T00:00:00.000Z,"9190","16",20,10,0
1969-11-28T00:00:00.000Z,"9040","16",20,10,0
1969-11-29T00:00:00.000Z,"8110","16",20,10,0
1969-11-30T00:00:00.000Z,"7410","16",20,10,0
1969-12-01T00:00:00.000Z,"6670","16",20,10,0
1969-12-02T00:00:00.000Z,"6830","16",20,10,0
1969-12-03T00:00:00.000Z,"9400","16",20,10,0
1969-12-04T00:00:00.000Z,"14500","16",20,10,0
1969-12-05T00:00:00.000Z,"21900","16",20,10,0
1969-12-06T00:00:00.000Z,"16000","16",20,10,0
1969-12-07T00:00:00.000Z,"8160","16",20,10,0
1969-12-08T00:00:00.000Z,"4850","16",20,10,0
1969-12-09T00:00:00.000Z,"5330","16",20,10,0
1969-12-10T00:00:00.000Z,"4530","16",20,10,0
1969-12-11T00:00:00.000Z,"4240","16",20,10,0
1969-12-12T00:00:00.000Z,"12100","16",20,10,0
1969-12-13T00:00:00.000Z,"7610","16",20,10,0
1969-12-14T00:00:00.000Z,"5220","16",20,10,0
1969-12-15T00:00:00.000Z,"4300","16",20,10,0
1969-12-16T00:00:00.000Z,"10700","16",20,10,0
1969-12-17T00:00:00.000Z,"20500","16",20,10,0
1969-12-18T00:00:00.000Z,"21700","16",20,10,0
1969-12-19T00:00:00.000Z,"12100","16",20,10,0
1969-12-20T00:00:00.000Z,"4360","16",20,10,0
1969-12-21T00:00:00.000Z,"10900","16",20,10,0
1969-12-22T00:00:00.000Z,"26200","16",20,10,0
1969-12-23T00:00:00.000Z,"21200","16",20,10,0
1969-12-24T00:00:00.000Z,"19900","16",20,10,0
1969-12-25T00:00:00.000Z,"1230","16",12,10,0
1969-12-26T00:00:00.000Z,"3700","16",20,10,0
1969-12-27T00:00:00.000Z,"6170","16",20,10,0
1969-12-28T00:00:00.000Z,"19500","16",20,10,0
1969-12-29T00:00:00.000Z,"29600","16",20,10,0
1969-12-30T00:00:00.000Z,"15400","16",20,10,0
1969-12-31T00:00:00.000Z,"6650","16",20,10,0
1970-01-01T00:00:00.000Z,"4020","16",20,10,0
1970-01-02T00:00:00.000Z,"5510","16",12,10,0
1970-01-03T00:00:00.000Z,"11900","16",20,10,0
1970-01-04T00:00:00.000Z,"14200","16",20,10,0
1970-01-05T00:00:00.000Z,"15100","16",20,10,0
1970-01-06T00:00:00.000Z,"13900","16",20,10,0
1970-01-07T00:00:00.000Z,"9870","16",20,10,0
1970-01-08T00:00:00.000Z,"15700","16",20,10,0
1970-01-09T00:00:00.000Z,"23600","16",20,10,0
1970-01-10T00:00:00.000Z,"56200","16",20,10,0
1970-01-11T00:00:00.000Z,"88600","16",20,10,0
1970-01-12T00:00:00.000Z,"120000","16",20,10,0
1970-01-13T00:00:00.000Z,"53200","16",20,10,0
1970-01-14T00:00:00.000Z,"36600","16",20,10,0
1970-01-15T00:00:00.000Z,"64200","16",20,10,0
1970-01-16T00:00:00.000Z,"53400","16",20,10,0
1970-01-17T00:00:00.000Z,"34100","16",20,10,0
1970-01-18T00:00:00.000Z,"30500","16",20,10,0
1970-01-19T00:00:00.000Z,"29800","16",20,10,0
1970-01-20T00:00:00.000Z,"33500","16",20,10,0
1970-01-21T00:00:00.000Z,"42000","16",20,10,0
1970-01-22T00:00:00.000Z,"46700","16",20,10,0
1970-01-23T00:00:00.000Z,"48400","16",20,10,0
1970-01-24T00:00:00.000Z,"40700","16",20,10,0
1970-01-25T00:00:00.000Z,"41300","16",20,10,0
1970-01-26T00:00:00.000Z,"43100","16",20,10,0
1970-01-27T00:00:00.000Z,"46200","16",20,10,0
1970-01-28T00:00:00.000Z,"46200","16",20,10,0
1970-01-29T00:00:00.000Z,"45500","16",20,10,0
1970-01-30T00:00:00.000Z,"42700","16",20,10,0
1970-01-31T00:00:00.000Z,"41200","16",20,10,0
1970-02-01T00:00:00.000Z,"32800","16",20,10,0
1970-02-02T00:00:00.000Z,"31800","16",20,10,0
1970-02-03T00:00:00.000Z,"33000","16",20,10,0
1970-02-04T00:00:00.000Z,"45300","16",20,10,0
1970-02-05T00:00:00.000Z,"40100","16",20,10,0
1970-02-06T00:00:00.000Z,"38700","16",20,10,0
1970-02-07T00:00:00.000Z,"37700","16",20,10,0
1970-02-08T00:00:00.000Z,"37400","16",20,10,0
1970-02-09T00:00:00.000Z,"38000","16",20,10,0
1970-02-10T00:00:00.000Z,"45800","16",20,10,0
1970-02-11T00:00:00.000Z,"51100","16",20,10,0
1970-02-12T00:00:00.000Z,"49700","16",20,10,0
1970-02-13T00:00:00.000Z,"42300","16",20,10,0
1970-02-14T00:00:00.000Z,"32200","16",20,10,0
1970-02-15T00:00:00.000Z,"36500","16",20,10,0
1970-02-16T00:00:00.000Z,"38900","16",20,10,0
1970-02-17T00:00:00.000Z,"47600","16",20,10,0
1970-02-18T00:00:00.000Z,"51000","16",20,10,0
1970-02-19T00:00:00.000Z,"49800","16",20,10,0
1970-02-20T00:00:00.000Z,"43000","16",20,10,0
1970-02-21T00:00:00.000Z,"44300","16",20,10,0
1970-02-22T00:00:00.000Z,"37300","16",20,10,0
1970-02-23T00:00:00.000Z,"36300","16",20,10,0
1970-02-24T00:00:00.000Z,"35800","16",20,10,0
1970-02-25T00:00:00.000Z,"28400","16",20,10,0
1970-02-26T00:00:00.000Z,"26800","16",20,10,0
1970-02-27T00:00:00.000Z,"24500","16",20,10,0
1970-02-28T00:00:00.000Z,"25700","16",20,10,0
1970-03-01T00:00:00.000Z,"17400","16",20,10,0
1970-03-02T00:00:00.000Z,"13300","16",12,10,0
1970-03-03T00:00:00.000Z,"14800","16",20,10,0
1970-03-04T00:00:00.000Z,"14600","16",20,10,0
1970-03-05T00:00:00.000Z,"12200","16",20,10,0
1970-03-06T00:00:00.000Z,"12500","16",20,10,0
1970-03-07T00:00:00.000Z,"12200","16",20,10,0
1970-03-08T00:00:00.000Z,"12700","16",20,10,0
1970-03-09T00:00:00.000Z,"11600","16",20,10,0
1970-03-10T00:00:00.000Z,"12500","16",20,10,0
1970-03-11T00:00:00.000Z,"11900","16",20,10,0
1970-03-12T00:00:00.000Z,"11900","16",20,10,0
1970-03-13T00:00:00.000Z,"10800","16",20,10,0
1970-03-14T00:00:00.000Z,"12600","16",12,10,0
1970-03-15T00:00:00.000Z,"13500","16",20,10,0
1970-03-16T00:00:00.000Z,"12600","16",20,10,0
1970-03-17T00:00:00.000Z,"14400","16",20,10,0
1970-03-18T00:00:00.000Z,"12200","16",12,10,0
1970-03-19T00:00:00.000Z,"14400","16",20,10,0
1970-03-20T00:00:00.000Z,"13700","16",20,10,0
1970-03-21T00:00:00.000Z,"14600","16",20,10,0
1970-03-22T00:00:00.000Z,"15600","16",20,10,0
1970-03-23T00:00:00.000Z,"20600","16",20,10,0
1970-03-24T00:00:00.000Z,"28900","16",20,10,0
1970-03-25T00:00:00.000Z,"21200","16",20,10,0
1970-03-26T00:00:00.000Z,"21800","16",20,10,0
1970-03-27T00:00:00.000Z,"27800","16",20,10,0
1970-03-28T00:00:00.000Z,"34400","16",20,10,0
1970-03-29T00:00:00.000Z,"27700","16",20,10,0
1970-03-30T00:00:00.000Z,"26600","16",20,10,0
1970-03-31T00:00:00.000Z,"22800","16",20,10,0
1970-04-01T00:00:00.000Z,"26400","16",20,10,0
1970-04-02T00:00:00.000Z,"23800","16",20,10,0
1970-04-03T00:00:00.000Z,"36300","16",20,10,0
1970-04-04T00:00:00.000Z,"18600","16",20,10,0
1970-04-05T00:00:00.000Z,"15700","16",20,10,0
1970-04-06T00:00:00.000Z,"15400","16",20,10,0
1970-04-07T00:00:00.000Z,"15000","16",20,10,0
1970-04-08T00:00:00.000Z,"14600","16",20,10,0
1970-04-09T00:00:00.000Z,"14500","16",20,10,0
1970-04-10T00:00:00.000Z,"14200","16",20,10,0
1970-04-11T00:00:00.000Z,"13600","16",20,10,0
1970-04-12T00:00:00.000Z,"12700","16",20,10,0
1970-04-13T00:00:00.000Z,"17200","16",20,10,0
1970-04-14T00:00:00.000Z,"27100","16",20,10,0
1970-04-15T00:00:00.000Z,"17900","16",20,10,0
1970-04-16T00:00:00.000Z,"12400","16",20,10,0
1970-04-17T00:00:00.000Z,"23500","16",20,10,0
1970-04-18T00:00:00.000Z,"24700","16",20,10,0
1970-04-19T00:00:00.000Z,"22200","16",20,10,0
1970-04-20T00:00:00.000Z,"22500","16",20,10,0
1970-04-21T00:00:00.000Z,"16800","16",20,10,0
1970-04-22T00:00:00.000Z,"16500","16",20,10,0
1970-04-23T00:00:00.000Z,"23900","16",20,10,0
1970-04-24T00:00:00.000Z,"24300","16",20,10,0
1970-04-25T00:00:00.000Z,"21300","16",20,10,0
1970-04-26T00:00:00.000Z,"20400","16",20,10,0
