"Date (TU)","Valeur (en l/s)","Statut","Qualification","Méthode","Continuité"
1971-01-01T00:00:00.000Z,"5450","16",12,10,1
1971-01-02T00:00:00.000Z,"5200","16",12,10,0
1971-01-03T00:00:00.000Z,"4890","16",12,10,0
1971-01-04T00:00:00.000Z,"4600","16",12,10,0
1971-01-05T00:00:00.000Z,"5750","16",12,10,0
1971-01-06T00:00:00.000Z,"5200","16",12,10,0
1971-01-07T00:00:00.000Z,"4890","16",12,10,0
1971-01-08T00:00:00.000Z,"4450","16",12,10,0
1971-01-09T00:00:00.000Z,"4120","16",12,10,0
1971-01-10T00:00:00.000Z,"3800","16",12,10,0
1971-01-11T00:00:00.000Z,"3500","16",12,10,0
1971-01-12T00:00:00.000Z,"3400","16",12,10,0
1971-01-13T00:00:00.000Z,"3240","16",12,10,0
1971-01-14T00:00:00.000Z,"3160","16",12,10,0
1971-01-15T00:00:00.000Z,"3000","16",12,10,0
1971-01-16T00:00:00.000Z,"2840","16",12,10,0
1971-01-17T00:00:00.000Z,"2840","16",12,10,0
1971-01-18T00:00:00.000Z,"2760","16",12,10,0
1971-01-19T00:00:00.000Z,"2840","16",12,10,0
1971-01-20T00:00:00.000Z,"3600","16",12,10,0
1971-01-21T00:00:00.000Z,"4960","16",12,10,0
1971-01-22T00:00:00.000Z,"8400","16",12,10,0
1971-01-23T00:00:00.000Z,"6100","16",12,10,0
1971-01-24T00:00:00.000Z,"5450","16",12,10,0
1971-01-25T00:00:00.000Z,"5450","16",12,10,0
1971-01-26T00:00:00.000Z,"5200","16",12,10,0
1971-01-27T00:00:00.000Z,"4890","16",12,10,0
1971-01-28T00:00:00.000Z,"4600","16",12,10,0
1971-01-29T00:00:00.000Z,"4230","16",12,10,0
1971-01-30T00:00:00.000Z,"4120","16",12,10,0
1971-01-31T00:00:00.000Z,"4120","16",12,10,0
1971-02-01T00:00:00.000Z,"7650","16",12,10,0
1971-02-02T00:00:00.000Z,"7800","16",12,10,0
1971-02-03T00:00:00.000Z,"6650","16",12,10,0
1971-02-04T00:00:00.000Z,"5900","16",12,10,0
1971-02-05T00:00:00.000Z,"5750","16",12,10,0
1971-02-06T00:00:00.000Z,"5600","16",12,10,0
1971-02-07T00:00:00.000Z,"5600","16",12,10,0
1971-02-08T00:00:00.000Z,"5600","16",12,10,0
1971-02-09T00:00:00.000Z,"6100","16",12,10,0
1971-02-10T00:00:00.000Z,"5600","16",12,10,0
1971-02-11T00:00:00.000Z,"5450","16",12,10,0
1971-02-12T00:00:00.000Z,"5450","16",12,10,0
1971-02-13T00:00:00.000Z,"5450","16",12,10,0
1971-02-14T00:00:00.000Z,"5450","16",12,10,0
1971-02-15T00:00:00.000Z,"5200","16",12,10,0
1971-02-16T00:00:00.000Z,"8050","16",12,10,0
1971-02-17T00:00:00.000Z,"9600","16",12,10,0
1971-02-18T00:00:00.000Z,"6450","16",12,10,0
1971-02-19T00:00:00.000Z,"5450","16",12,10,0
1971-02-20T00:00:00.000Z,"5200","16",12,10,0
1971-02-21T00:00:00.000Z,"5200","16",12,10,0
1971-02-22T00:00:00.000Z,"5200","16",12,10,0
1971-02-23T00:00:00.000Z,"5200","16",12,10,0
1971-02-24T00:00:00.000Z,"5200","16",12,10,0
1971-02-25T00:00:00.000Z,"5050","16",12,10,0
1971-02-26T00:00:00.000Z,"5200","16",12,10,0
1971-02-27T00:00:00.000Z,"5050","16",12,10,0
1971-02-28T00:00:00.000Z,"5900","16",12,10,0
1971-03-01T00:00:00.000Z,"6300","16",12,10,0
1971-03-02T00:00:00.000Z,"5450","16",12,10,0
1971-03-03T00:00:00.000Z,"6450","16",12,10,0
1971-03-04T00:00:00.000Z,"7400","16",12,10,0
1971-03-05T00:00:00.000Z,"7250","16",12,10,0
1971-03-06T00:00:00.000Z,"6300","16",12,10,0
1971-03-07T00:00:00.000Z,"5450","16",12,10,0
1971-03-08T00:00:00.000Z,"4340","16",12,10,0
1971-03-09T00:00:00.000Z,"3500","16",12,10,0
1971-03-10T00:00:00.000Z,"3080","16",12,10,0
1971-03-11T00:00:00.000Z,"3080","16",12,10,0
1971-03-12T00:00:00.000Z,"3400","16",12,10,0
1971-03-13T00:00:00.000Z,"3240","16",12,10,0
1971-03-14T00:00:00.000Z,"3080","16",12,10,0
1971-03-15T00:00:00.000Z,"3400","16",12,10,0
1971-03-16T00:00:00.000Z,"4120","16",12,10,0
1971-03-17T00:00:00.000Z,"4890","16",12,10,0
1971-03-18T00:00:00.000Z,"4740","16",12,10,0
1971-03-19T00:00:00.000Z,"5050","16",12,10,0
1971-03-20T00:00:00.000Z,"4610","16",12,10,0
1971-03-21T00:00:00.000Z,"28400","16",12,10,0
1971-03-22T00:00:00.000Z,"21800","16",12,10,0
1971-03-23T00:00:00.000Z,"12900","16",12,10,0
1971-03-24T00:00:00.000Z,"12000","16",12,10,0
1971-03-25T00:00:00.000Z,"13700","16",12,10,0
1971-03-26T00:00:00.000Z,"9900","16",12,10,0
1971-03-27T00:00:00.000Z,"8300","16",12,10,0
1971-03-28T00:00:00.000Z,"6850","16",12,10,0
1971-03-29T00:00:00.000Z,"6450","16",12,10,0
1971-03-30T00:00:00.000Z,"6100","16",12,10,0
1971-03-31T00:00:00.000Z,"6300","16",12,10,0
1971-04-01T00:00:00.000Z,"7250","16",12,10,0
1971-04-02T00:00:00.000Z,"6850","16",12,10,0
1971-04-03T00:00:00.000Z,"9650","16",12,10,0
1971-04-04T00:00:00.000Z,"48200","16",12,10,0
1971-04-05T00:00:00.000Z,"80500","16",12,10,0
1971-04-06T00:00:00.000Z,"89500","16",12,10,0
1971-04-07T00:00:00.000Z,"36700","16",12,10,0
1971-04-08T00:00:00.000Z,"30400","16",12,10,0
1971-04-09T00:00:00.000Z,"22000","16",12,10,0
1971-04-10T00:00:00.000Z,"16700","16",12,10,0
1971-04-11T00:00:00.000Z,"15300","16",12,10,0
1971-04-12T00:00:00.000Z,"13900","16",12,10,0
1971-04-13T00:00:00.000Z,"13200","16",12,10,0
1971-04-14T00:00:00.000Z,"12000","16",12,10,0
1971-04-15T00:00:00.000Z,"12600","16",12,10,0
1971-04-16T00:00:00.000Z,"14200","16",12,10,0
1971-04-17T00:00:00.000Z,"14600","16",12,10,0
1971-04-18T00:00:00.000Z,"13500","16",12,10,0
1971-04-19T00:00:00.000Z,"12600","16",12,10,0
1971-04-20T00:00:00.000Z,"10700","16",12,10,0
1971-04-21T00:00:00.000Z,"9600","16",12,10,0
1971-04-22T00:00:00.000Z,"9900","16",12,10,0
1971-04-23T00:00:00.000Z,"9900","16",12,10,0
1971-04-24T00:00:00.000Z,"26100","16",12,10,0
1971-04-25T00:00:00.000Z,"16100","16",12,10,0
1971-04-26T00:00:00.000Z,"12300","16",12,10,0
1971-04-27T00:00:00.000Z,"10400","16",12,10,0
1971-04-28T00:00:00.000Z,"9350","16",12,10,0
1971-04-29T00:00:00.000Z,"8600","16",12,10,0
1971-04-30T00:00:00.000Z,"8600","16",12,10,0
1971-05-01T00:00:00.000Z,"10100","16",12,10,0
1971-05-02T00:00:00.000Z,"9100","16",12,10,0
1971-05-03T00:00:00.000Z,"10400","16",12,10,0
1971-05-04T00:00:00.000Z,"9900","16",12,10,0
1971-05-05T00:00:00.000Z,"9600","16",12,10,0
1971-05-06T00:00:00.000Z,"8850","16",12,10,0
1971-05-07T00:00:00.000Z,"8050","16",12,10,0
1971-05-08T00:00:00.000Z,"7600","16",12,10,0
1971-05-09T00:00:00.000Z,"7250","16",12,10,0
1971-05-10T00:00:00.000Z,"7050","16",12,10,0
1971-05-11T00:00:00.000Z,"6850","16",12,10,0
1971-05-12T00:00:00.000Z,"6650","16",12,10,0
1971-05-13T00:00:00.000Z,"7050","16",12,10,0
1971-05-14T00:00:00.000Z,"6100","16",12,10,0
1971-05-15T00:00:00.000Z,"6100","16",12,10,0
1971-05-16T00:00:00.000Z,"5750","16",12,10,0
1971-05-17T00:00:00.000Z,"5900","16",12,10,0
1971-05-18T00:00:00.000Z,"6300","16",12,10,0
1971-05-19T00:00:00.000Z,"6450","16",12,10,0
1971-05-20T00:00:00.000Z,"5750","16",12,10,0
1971-05-21T00:00:00.000Z,"6450","16",12,10,0
1971-05-22T00:00:00.000Z,"8400","16",12,10,0
1971-05-23T00:00:00.000Z,"10400","16",12,10,0
1971-05-24T00:00:00.000Z,"8300","16",12,10,0
1971-05-25T00:00:00.000Z,"14500","16",12,10,0
1971-05-26T00:00:00.000Z,"11400","16",12,10,0
1971-05-27T00:00:00.000Z,"12000","16",12,10,0
1971-05-28T00:00:00.000Z,"10100","16",12,10,0
1971-05-29T00:00:00.000Z,"8850","16",12,10,0
1971-05-30T00:00:00.000Z,"7800","16",12,10,0
1971-05-31T00:00:00.000Z,"7400","16",12,10,0
1971-06-01T00:00:00.000Z,"6850","16",12,10,0
1971-06-02T00:00:00.000Z,"6300","16",12,10,0
1971-06-03T00:00:00.000Z,"6450","16",12,10,0
1971-06-04T00:00:00.000Z,"6300","16",12,10,0
1971-06-05T00:00:00.000Z,"5900","16",12,10,0
1971-06-06T00:00:00.000Z,"7800","16",12,10,0
1971-06-07T00:00:00.000Z,"6300","16",12,10,0
1971-06-08T00:00:00.000Z,"5600","16",12,10,0
1971-06-09T00:00:00.000Z,"5450","16",12,10,0
1971-06-10T00:00:00.000Z,"6300","16",12,10,0
1971-06-11T00:00:00.000Z,"5450","16",12,10,0
1971-06-12T00:00:00.000Z,"5450","16",12,10,0
1971-06-13T00:00:00.000Z,"5300","16",12,10,0
1971-06-14T00:00:00.000Z,"5050","16",12,10,0
1971-06-15T00:00:00.000Z,"6100","16",12,10,0
1971-06-16T00:00:00.000Z,"6650","16",12,10,0
1971-06-17T00:00:00.000Z,"6850","16",12,10,0
1971-06-18T00:00:00.000Z,"6300","16",12,10,0
1971-06-19T00:00:00.000Z,"5600","16",12,10,0
1971-06-20T00:00:00.000Z,"5200","16",12,10,0
1971-06-21T00:00:00.000Z,"4600","16",12,10,0
1971-06-22T00:00:00.000Z,"4120","16",12,10,0
1971-06-23T00:00:00.000Z,"3800","16",12,10,0
1971-06-24T00:00:00.000Z,"3400","16",12,10,0
1971-06-25T00:00:00.000Z,"3240","16",12,10,0
1971-06-26T00:00:00.000Z,"3240","16",12,10,0
1971-06-27T00:00:00.000Z,"3160","16",12,10,0
1971-06-28T00:00:00.000Z,"3160","16",12,10,0
1971-06-29T00:00:00.000Z,"3080","16",12,10,0
1971-06-30T00:00:00.000Z,"3000","16",12,10,0
1971-07-01T00:00:00.000Z,"3080","16",12,10,0
1971-07-02T00:00:00.000Z,"2920","16",12,10,0
1971-07-03T00:00:00.000Z,"2680","16",12,10,0
1971-07-04T00:00:00.000Z,"2760","16",12,10,0
1971-07-05T00:00:00.000Z,"3270","16",12,10,0
1971-07-06T00:00:00.000Z,"5650","16",12,10,0
1971-07-07T00:00:00.000Z,"4120","16",12,10,0
1971-07-08T00:00:00.000Z,"4340","16",12,10,0
1971-07-09T00:00:00.000Z,"3800","16",12,10,0
1971-07-10T00:00:00.000Z,"3240","16",12,10,0
1971-07-11T00:00:00.000Z,"2920","16",12,10,0
1971-07-12T00:00:00.000Z,"2760","16",12,10,0
1971-07-13T00:00:00.000Z,"2540","16",12,10,0
1971-07-14T00:00:00.000Z,"2540","16",12,10,0
1971-07-15T00:00:00.000Z,"2420","16",12,10,0
1971-07-16T00:00:00.000Z,"2420","16",12,10,0
1971-07-17T00:00:00.000Z,"2360","16",12,10,0
1971-07-18T00:00:00.000Z,"2360","16",12,10,0
1971-07-19T00:00:00.000Z,"2360","16",12,10,0
1971-07-20T00:00:00.000Z,"2360","16",12,10,0
1971-07-21T00:00:00.000Z,"2360","16",12,10,0
1971-07-22T00:00:00.000Z,"2360","16",12,10,0
1971-07-23T00:00:00.000Z,"2360","16",12,10,0
1971-07-24T00:00:00.000Z,"2420","16",12,10,0
1971-07-25T00:00:00.000Z,"2300","16",12,10,0
1971-07-26T00:00:00.000Z,"2360","16",12,10,0
1971-07-27T00:00:00.000Z,"2240","16",12,10,0
1971-07-28T00:00:00.000Z,"2420","16",12,10,0
1971-07-29T00:00:00.000Z,"2240","16",12,10,0
1971-07-30T00:00:00.000Z,"2240","16",12,10,0
1971-07-31T00:00:00.000Z,"2240","16",12,10,0
1971-08-01T00:00:00.000Z,"2180","16",12,10,0
1971-08-02T00:00:00.000Z,"2120","16",12,10,0
1971-08-03T00:00:00.000Z,"1880","16",12,10,0
1971-08-04T00:00:00.000Z,"1760","16",12,10,0
1971-08-05T00:00:00.000Z,"1760","16",12,10,0
1971-08-06T00:00:00.000Z,"1760","16",12,10,0
1971-08-07T00:00:00.000Z,"1940","16",12,10,0
1971-08-08T00:00:00.000Z,"1820","16",12,10,0
1971-08-09T00:00:00.000Z,"1580","16",12,10,0
1971-08-10T00:00:00.000Z,"1640","16",12,10,0
1971-08-11T00:00:00.000Z,"1580","16",12,10,0
1971-08-12T00:00:00.000Z,"1640","16",12,10,0
1971-08-13T00:00:00.000Z,"1520","16",12,10,0
1971-08-14T00:00:00.000Z,"1580","16",12,10,0
1971-08-15T00:00:00.000Z,"1460","16",12,10,0
1971-08-16T00:00:00.000Z,"1460","16",12,10,0
1971-08-17T00:00:00.000Z,"1460","16",12,10,0
1971-08-18T00:00:00.000Z,"1460","16",12,10,0
1971-08-19T00:00:00.000Z,"1400","16",12,10,0
1971-08-20T00:00:00.000Z,"6100","16",12,10,0
1971-08-21T00:00:00.000Z,"2550","16",12,10,0
1971-08-22T00:00:00.000Z,"2120","16",12,10,0
1971-08-23T00:00:00.000Z,"1820","16",12,10,0
1971-08-24T00:00:00.000Z,"1760","16",12,10,0
1971-08-25T00:00:00.000Z,"1580","16",12,10,0
1971-08-26T00:00:00.000Z,"1640","16",12,10,0
1971-08-27T00:00:00.000Z,"1640","16",12,10,0
1971-08-28T00:00:00.000Z,"1350","16",12,10,0
1971-08-29T00:00:00.000Z,"1400","16",12,10,0
1971-08-30T00:00:00.000Z,"1460","16",12,10,0
1971-08-31T00:00:00.000Z,"1520","16",12,10,0
1971-09-01T00:00:00.000Z,"1350","16",12,10,0
1971-09-02T00:00:00.000Z,"1300","16",12,10,0
1971-09-03T00:00:00.000Z,"1300","16",12,10,0
1971-09-04T00:00:00.000Z,"1250","16",12,10,0
1971-09-05T00:00:00.000Z,"1300","16",12,10,0
1971-09-06T00:00:00.000Z,"1400","16",12,10,0
1971-09-07T00:00:00.000Z,"1350","16",12,10,0
1971-09-08T00:00:00.000Z,"1350","16",12,10,0
1971-09-09T00:00:00.000Z,"1400","16",12,10,0
1971-09-10T00:00:00.000Z,"2240","16",12,10,0
1971-09-11T00:00:00.000Z,"1940","16",12,10,0
1971-09-12T00:00:00.000Z,"1820","16",12,10,0
1971-09-13T00:00:00.000Z,"1880","16",12,10,0
1971-09-14T00:00:00.000Z,"1880","16",12,10,0
1971-09-15T00:00:00.000Z,"1820","16",12,10,0
1971-09-16T00:00:00.000Z,"1760","16",12,10,0
1971-09-17T00:00:00.000Z,"1820","16",12,10,0
1971-09-18T00:00:00.000Z,"1820","16",12,10,0
1971-09-19T00:00:00.000Z,"1760","16",12,10,0
1971-09-20T00:00:00.000Z,"1820","16",12,10,0
1971-09-21T00:00:00.000Z,"1820","16",12,10,0
1971-09-22T00:00:00.000Z,"1700","16",12,10,0
1971-09-23T00:00:00.000Z,"1820","16",12,10,0
1971-09-24T00:00:00.000Z,"1760","16",12,10,0
1971-09-25T00:00:00.000Z,"1880","16",12,10,0
1971-09-26T00:00:00.000Z,"1880","16",12,10,0
1971-09-27T00:00:00.000Z,"1820","16",12,10,0
1971-09-28T00:00:00.000Z,"1940","16",12,10,0
1971-09-29T00:00:00.000Z,"1820","16",12,10,0
1971-09-30T00:00:00.000Z,"1880","16",12,10,0
1971-10-01T00:00:00.000Z,"1700","16",12,10,0
1971-10-02T00:00:00.000Z,"1640","16",12,10,0
1971-10-03T00:00:00.000Z,"1580","16",12,10,0
1971-10-04T00:00:00.000Z,"1640","16",12,10,0
1971-10-05T00:00:00.000Z,"1760","16",12,10,0
1971-10-06T00:00:00.000Z,"1760","16",12,10,0
1971-10-07T00:00:00.000Z,"1820","16",12,10,0
1971-10-08T00:00:00.000Z,"1760","16",12,10,0
1971-10-09T00:00:00.000Z,"1760","16",12,10,0
1971-10-10T00:00:00.000Z,"1820","16",12,10,0
1971-10-11T00:00:00.000Z,"1820","16",12,10,0
1971-10-12T00:00:00.000Z,"1820","16",12,10,0
1971-10-13T00:00:00.000Z,"2000","16",12,10,0
1971-10-14T00:00:00.000Z,"2180","16",12,10,0
1971-10-15T00:00:00.000Z,"2180","16",12,10,0
1971-10-16T00:00:00.000Z,"2060","16",12,10,0
1971-10-17T00:00:00.000Z,"1700","16",12,10,0
1971-10-18T00:00:00.000Z,"1960","16",12,10,0
1971-10-19T00:00:00.000Z,"1230","16",12,10,0
1971-10-20T00:00:00.000Z,"1200","16",12,10,0
1971-10-21T00:00:00.000Z,"1520","16",12,10,0
1971-10-22T00:00:00.000Z,"1520","16",12,10,0
1971-10-23T00:00:00.000Z,"1520","16",12,10,0
1971-10-24T00:00:00.000Z,"1580","16",12,10,0
1971-10-25T00:00:00.000Z,"1640","16",12,10,0
1971-10-26T00:00:00.000Z,"1640","16",12,10,0
1971-10-27T00:00:00.000Z,"1760","16",12,10,0
1971-10-28T00:00:00.000Z,"1820","16",12,10,0
1971-10-29T00:00:00.000Z,"1820","16",12,10,0
1971-10-30T00:00:00.000Z,"1820","16",12,10,0
1971-10-31T00:00:00.000Z,"1880","16",12,10,0
1971-11-01T00:00:00.000Z,"1820","16",12,10,0
1971-11-02T00:00:00.000Z,"1880","16",12,10,0
1971-11-03T00:00:00.000Z,"1940","16",12,10,0
1971-11-04T00:00:00.000Z,"1880","16",12,10,0
1971-11-05T00:00:00.000Z,"1760","16",12,10,0
1971-11-06T00:00:00.000Z,"1940","16",12,10,0
1971-11-07T00:00:00.000Z,"2060","16",12,10,0
1971-11-08T00:00:00.000Z,"3600","16",12,10,0
1971-11-09T00:00:00.000Z,"3510","16",12,10,0
1971-11-10T00:00:00.000Z,"22300","16",12,10,0
1971-11-11T00:00:00.000Z,"8700","16",12,10,0
1971-11-12T00:00:00.000Z,"3500","16",12,10,0
1971-11-13T00:00:00.000Z,"3000","16",12,10,0
1971-11-14T00:00:00.000Z,"2680","16",12,10,0
1971-11-15T00:00:00.000Z,"2680","16",12,10,0
1971-11-16T00:00:00.000Z,"2760","16",12,10,0
1971-11-17T00:00:00.000Z,"2480","16",12,10,0
1971-11-18T00:00:00.000Z,"2360","16",12,10,0
1971-11-19T00:00:00.000Z,"2420","16",12,10,0
1971-11-20T00:00:00.000Z,"2420","16",12,10,0
1971-11-21T00:00:00.000Z,"2000","16",12,10,0
1971-11-22T00:00:00.000Z,"2480","16",12,10,0
1971-11-23T00:00:00.000Z,"2300","16",12,10,0
1971-11-24T00:00:00.000Z,"2360","16",12,10,0
1971-11-25T00:00:00.000Z,"2180","16",12,10,0
1971-11-26T00:00:00.000Z,"2060","16",12,10,0
1971-11-27T00:00:00.000Z,"2120","16",12,10,0
1971-11-28T00:00:00.000Z,"2180","16",12,10,0
1971-11-29T00:00:00.000Z,"2180","16",12,10,0
1971-11-30T00:00:00.000Z,"2180","16",12,10,0
1971-12-01T00:00:00.000Z,"2540","16",12,10,0
1971-12-02T00:00:00.000Z,"3080","16",12,10,0
1971-12-03T00:00:00.000Z,"3000","16",12,10,0
1971-12-04T00:00:00.000Z,"3000","16",12,10,0
1971-12-05T00:00:00.000Z,"2480","16",12,10,0
1971-12-06T00:00:00.000Z,"2300","16",12,10,0
1971-12-07T00:00:00.000Z,"2120","16",12,10,0
1971-12-08T00:00:00.000Z,"2180","16",12,10,0
1971-12-09T00:00:00.000Z,"2240","16",12,10,0
1971-12-10T00:00:00.000Z,"4090","16",12,10,0
1971-12-11T00:00:00.000Z,"2300","16",12,10,0
1971-12-12T00:00:00.000Z,"2300","16",12,10,0
1971-12-13T00:00:00.000Z,"2360","16",12,10,0
1971-12-14T00:00:00.000Z,"2480","16",12,10,0
1971-12-15T00:00:00.000Z,"2300","16",12,10,0
1971-12-16T00:00:00.000Z,"2480","16",12,10,0
1971-12-17T00:00:00.000Z,"2240","16",12,10,0
1971-12-18T00:00:00.000Z,"2000","16",12,10,0
1971-12-19T00:00:00.000Z,"2000","16",12,10,0
1971-12-20T00:00:00.000Z,"2000","16",12,10,0
1971-12-21T00:00:00.000Z,"2000","16",12,10,0
1971-12-22T00:00:00.000Z,"2000","16",12,10,0
1971-12-23T00:00:00.000Z,"2000","16",12,10,0
1971-12-24T00:00:00.000Z,"2000","16",12,10,0
1971-12-25T00:00:00.000Z,"2000","16",12,10,0
1971-12-26T00:00:00.000Z,"2000","16",12,10,0
1971-12-27T00:00:00.000Z,"1880","16",12,10,0
1971-12-28T00:00:00.000Z,"1940","16",12,10,0
1971-12-29T00:00:00.000Z,"2600","16",12,10,0
1971-12-30T00:00:00.000Z,"2240","16",12,10,0
1971-12-31T00:00:00.000Z,"2120","16",12,10,0
1980-01-01T00:00:00.000Z,"7850","16",12,10,1
1980-01-02T00:00:00.000Z,"7100","16",12,10,0
1980-01-03T00:00:00.000Z,"6430","16",12,10,0
1980-01-04T00:00:00.000Z,"6120","16",12,10,0
1980-01-05T00:00:00.000Z,"6300","16",12,10,0
1980-01-06T00:00:00.000Z,"6190","16",12,10,0
1980-01-07T00:00:00.000Z,"5410","16",20,10,0
1980-01-08T00:00:00.000Z,"5280","16",20,10,0
1980-01-09T00:00:00.000Z,"5220","16",20,10,0
1980-01-10T00:00:00.000Z,"4540","16",20,10,0
1980-01-11T00:00:00.000Z,"4240","16",20,10,0
1980-01-12T00:00:00.000Z,"4270","16",20,10,0
1980-01-13T00:00:00.000Z,"4860","16",20,10,0
1980-01-14T00:00:00.000Z,"5130","16",20,10,0
1980-01-15T00:00:00.000Z,"5750","16",12,10,0
1980-01-16T00:00:00.000Z,"7050","16",12,10,0
1980-01-17T00:00:00.000Z,"5820","16",12,10,0
1980-01-18T00:00:00.000Z,"5960","16",12,10,0
1980-01-19T00:00:00.000Z,"5920","16",12,10,0
1980-01-20T00:00:00.000Z,"8760","16",12,10,0
1980-01-21T00:00:00.000Z,"6800","16",12,10,0
1980-01-22T00:00:00.000Z,"5870","16",12,10,0
1980-01-23T00:00:00.000Z,"5700","16",12,10,0
1980-01-24T00:00:00.000Z,"5640","16",12,10,0
1980-01-25T00:00:00.000Z,"5430","16",20,10,0
1980-01-26T00:00:00.000Z,"5200","16",20,10,0
1980-01-27T00:00:00.000Z,"5050","16",20,10,0
1980-01-28T00:00:00.000Z,"4630","16",20,10,0
1980-01-29T00:00:00.000Z,"4540","16",20,10,0
1980-01-30T00:00:00.000Z,"4310","16",20,10,0
1980-01-31T00:00:00.000Z,"4660","16",12,10,0
1980-02-01T00:00:00.000Z,"7170","16",12,10,0
1980-02-02T00:00:00.000Z,"5840","16",12,10,0
1980-02-03T00:00:00.000Z,"5380","16",20,10,0
1980-02-04T00:00:00.000Z,"4830","16",20,10,0
1980-02-05T00:00:00.000Z,"4480","16",20,10,0
1980-02-06T00:00:00.000Z,"4400","16",20,10,0
1980-02-07T00:00:00.000Z,"4660","16",20,10,0
1980-02-08T00:00:00.000Z,"4240","16",20,10,0
1980-02-09T00:00:00.000Z,"4070","16",20,10,0
1980-02-10T00:00:00.000Z,"4010","16",20,10,0
1980-02-11T00:00:00.000Z,"3850","16",20,10,0
1980-02-12T00:00:00.000Z,"3890","16",20,10,0
1980-02-13T00:00:00.000Z,"3800","16",20,10,0
1980-02-14T00:00:00.000Z,"3750","16",20,10,0
1980-02-15T00:00:00.000Z,"3700","16",20,10,0
1980-02-16T00:00:00.000Z,"3830","16",20,10,0
1980-02-17T00:00:00.000Z,"3650","16",20,10,0
1980-02-18T00:00:00.000Z,"3660","16",20,10,0
1980-02-19T00:00:00.000Z,"3670","16",20,10,0
1980-02-20T00:00:00.000Z,"3540","16",20,10,0
1980-02-21T00:00:00.000Z,"3550","16",20,10,0
1980-02-22T00:00:00.000Z,"3670","16",20,10,0
1980-02-23T00:00:00.000Z,"3770","16",20,10,0
1980-02-24T00:00:00.000Z,"3650","16",20,10,0
1980-02-25T00:00:00.000Z,"3330","16",20,10,0
1980-02-26T00:00:00.000Z,"3330","16",20,10,0
1980-02-27T00:00:00.000Z,"3270","16",20,10,0
1980-02-28T00:00:00.000Z,"3330","16",20,10,0
1980-02-29T00:00:00.000Z,"3250","16",20,10,0
1980-03-01T00:00:00.000Z,"3220","16",20,10,0
1980-03-02T00:00:00.000Z,"3080","16",20,10,0
1980-03-03T00:00:00.000Z,"2890","16",20,10,0
1980-03-04T00:00:00.000Z,"2780","16",20,10,0
1980-03-05T00:00:00.000Z,"2730","16",20,10,0
1980-03-06T00:00:00.000Z,"2660","16",20,10,0
1980-03-07T00:00:00.000Z,"2490","16",20,10,0
1980-03-08T00:00:00.000Z,"2430","16",20,10,0
1980-03-09T00:00:00.000Z,"2360","16",20,10,0
1980-03-10T00:00:00.000Z,"2520","16",20,10,0
1980-03-11T00:00:00.000Z,"2490","16",20,10,0
1980-03-12T00:00:00.000Z,"2410","16",20,10,0
1980-03-13T00:00:00.000Z,"4080","16",12,10,0
1980-03-14T00:00:00.000Z,"4530","16",20,10,0
1980-03-15T00:00:00.000Z,"3600","16",20,10,0
1980-03-16T00:00:00.000Z,"3220","16",20,10,0
1980-03-17T00:00:00.000Z,"3160","16",20,10,0
1980-03-18T00:00:00.000Z,"2830","16",20,10,0
1980-03-19T00:00:00.000Z,"2800","16",20,10,0
1980-03-20T00:00:00.000Z,"7060","16",12,10,0
1980-03-21T00:00:00.000Z,"4660","16",12,10,0
1980-03-22T00:00:00.000Z,"5170","16",12,10,0
1980-03-23T00:00:00.000Z,"9370","16",12,10,0
1980-03-24T00:00:00.000Z,"5580","16",12,10,0
1980-03-25T00:00:00.000Z,"4920","16",20,10,0
1980-03-26T00:00:00.000Z,"4490","16",20,10,0
1980-03-27T00:00:00.000Z,"4180","16",20,10,0
1980-03-28T00:00:00.000Z,"3900","16",20,10,0
1980-03-29T00:00:00.000Z,"3320","16",20,10,0
1980-03-30T00:00:00.000Z,"3130","16",20,10,0
1980-03-31T00:00:00.000Z,"3190","16",20,10,0
1980-04-01T00:00:00.000Z,"3040","16",20,10,0
1980-04-02T00:00:00.000Z,"2970","16",20,10,0
1980-04-03T00:00:00.000Z,"2870","16",20,10,0
1980-04-04T00:00:00.000Z,"2860","16",20,10,0
1980-04-05T00:00:00.000Z,"2800","16",20,10,0
1980-04-06T00:00:00.000Z,"2620","16",20,10,0
1980-04-07T00:00:00.000Z,"2550","16",20,10,0
1980-04-08T00:00:00.000Z,"2630","16",20,10,0
1980-04-09T00:00:00.000Z,"2740","16",20,10,0
1980-04-10T00:00:00.000Z,"2720","16",20,10,0
1980-04-11T00:00:00.000Z,"2520","16",20,10,0
1980-04-12T00:00:00.000Z,"2470","16",20,10,0
1980-04-13T00:00:00.000Z,"2470","16",20,10,0
1980-04-14T00:00:00.000Z,"2220","16",20,10,0
1980-04-15T00:00:00.000Z,"2260","16",20,10,0
1980-04-16T00:00:00.000Z,"2910","16",20,10,0
1980-04-17T00:00:00.000Z,"3750","16",20,10,0
1980-04-18T00:00:00.000Z,"3690","16",20,10,0
1980-04-19T00:00:00.000Z,"3720","16",20,10,0
1980-04-20T00:00:00.000Z,"3380","16",20,10,0
1980-04-21T00:00:00.000Z,"2980","16",20,10,0
1980-04-22T00:00:00.000Z,"2800","16",20,10,0
1980-04-23T00:00:00.000Z,"2730","16",20,10,0
1980-04-24T00:00:00.000Z,"2670","16",20,10,0
1980-04-25T00:00:00.000Z,"2550","16",20,10,0
